"","OTU","S1","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S2","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S3","S30","S31","S32","S33","S34","S35","S4","S5","S6","S7","S8","S9","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_1","16S_1",0,1638,882,288,780,622,1358,623,269,1736,1452,0,1089,913,676,1580,1528,853,1956,1362,562,1805,0,1499,756,569,437,2439,2357,0,38,1631,1006,2264,1470,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2","16S_2",0,1246,640,225,595,478,983,506,221,1254,1123,0,844,701,530,1214,1174,608,1457,1069,454,1352,0,1158,669,495,413,2136,2193,83,44,1248,778,1708,1092,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3","16S_3",61,1256,712,245,651,535,1049,497,214,1357,1151,62,927,758,569,1386,1311,659,1584,1097,444,1450,77,1268,683,533,427,2237,2253,0,15,1329,801,1721,1086,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4","16S_4",0,1016,527,193,458,406,849,381,196,1085,952,65,705,575,469,1064,907,589,1242,882,371,1149,59,1005,673,494,361,2163,2013,0,18,1082,690,1298,841,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5","16S_5",0,1253,639,222,543,434,946,484,235,1189,1079,0,805,674,462,1187,1211,607,1477,1054,427,1330,0,1064,583,449,330,1799,1764,0,0,1151,691,1616,996,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6","16S_6",0,926,499,190,436,349,788,351,151,938,796,0,651,558,377,974,868,488,1068,772,367,1110,0,917,547,436,299,1772,1756,0,28,920,571,1232,734,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7","16S_7",0,701,401,160,344,301,606,265,141,758,674,0,471,365,291,778,737,342,901,580,310,841,0,714,495,334,285,1588,1565,0,28,691,448,906,607,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8","16S_8",0,1106,634,192,578,437,932,446,196,1180,1023,0,726,635,495,1122,1077,595,1338,922,392,1197,0,1059,505,392,327,1662,1612,0,0,1113,728,1505,904,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9","16S_9",0,801,443,157,440,357,722,344,159,908,815,0,577,492,384,877,900,429,1070,730,336,918,0,896,529,397,319,1561,1472,0,0,885,543,1222,719,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_10","16S_10",0,894,460,180,447,353,720,314,155,935,760,0,592,439,374,916,838,450,1029,691,299,990,0,897,486,382,292,1601,1551,0,0,871,549,1121,728,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_11","16S_11",0,808,442,157,407,360,649,311,161,828,781,0,569,479,309,839,758,450,946,674,304,938,0,750,408,322,265,1445,1342,0,0,796,491,1103,698,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_12","16S_12",0,631,349,131,336,302,557,233,101,648,605,0,439,384,261,680,574,352,782,565,280,746,0,586,385,314,281,1385,1379,0,0,690,409,817,560,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_13","16S_13",0,542,274,108,269,229,454,209,91,552,461,0,381,276,226,504,508,271,606,475,217,603,0,519,294,210,175,982,976,0,0,542,338,690,430,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_14","16S_14",0,363,240,91,201,169,342,139,53,399,338,0,294,227,190,427,382,192,519,359,198,487,0,439,280,221,158,893,892,0,0,417,253,509,324,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_15","16S_15",0,555,299,103,231,191,436,218,114,560,508,0,347,307,233,537,527,313,630,450,204,554,0,504,279,223,158,860,905,0,0,534,357,720,436,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_16","16S_16",0,410,204,82,212,172,313,158,74,415,393,0,267,262,168,427,374,209,502,329,164,439,0,383,237,201,157,753,762,0,0,428,270,565,357,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_17","16S_17",0,0,101,60,61,95,36,46,0,24,36,0,54,81,146,112,0,0,0,55,0,89,0,0,0,0,0,34,84,0,0,0,0,22,49,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_18","16S_18",0,32,0,0,22,0,28,0,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,64,26,72,0,0,34,0,49,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_19","16S_19",0,48,0,0,17,0,38,0,0,30,31,0,0,0,0,0,0,0,124,0,0,0,0,50,0,0,55,21,71,0,0,29,78,68,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA,NA
"16S_20","16S_20",0,0,0,51,51,0,46,45,0,23,30,0,43,59,0,0,0,0,0,0,0,0,0,0,0,0,0,16,88,0,0,0,0,9,35,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA,NA
"16S_21","16S_21",0,0,0,0,0,0,30,27,0,0,26,0,18,0,0,0,0,0,0,0,52,0,0,0,0,0,0,31,59,0,0,0,0,0,19,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_22","16S_22",0,28,0,0,0,0,54,16,0,0,42,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,0,0,50,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_23","16S_23",0,27,0,0,0,0,31,9,0,0,32,0,26,0,0,0,0,0,0,0,0,0,0,0,72,0,0,32,50,0,0,56,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_24","16S_24",0,0,0,0,32,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_25","16S_25",16,0,0,0,25,0,25,0,0,42,39,0,0,0,0,0,80,0,0,0,0,0,0,25,0,46,0,22,61,0,0,0,0,35,37,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_26","16S_26",0,0,0,0,38,0,15,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,52,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_27","16S_27",0,0,0,0,31,0,15,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,66,0,0,0,0,23,24,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",NA
"16S_28","16S_28",0,61,96,0,0,0,35,82,31,61,56,0,0,51,0,0,52,20,40,98,0,50,0,0,0,0,0,42,54,0,0,69,0,0,67,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_29","16S_29",0,0,0,0,65,68,22,0,0,0,0,0,85,39,38,49,43,55,30,0,0,37,0,0,0,0,60,42,43,0,0,0,84,78,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_30","16S_30",0,39,0,0,0,0,22,0,0,52,50,0,0,40,0,0,25,13,28,55,0,42,0,0,0,0,0,33,53,0,0,56,0,0,54,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_31","16S_31",0,0,0,43,0,53,27,0,0,0,0,0,0,28,0,42,23,39,26,0,0,33,0,0,0,0,66,25,37,0,0,0,0,34,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_34","16S_34",0,69,0,0,0,42,0,0,0,111,0,0,0,0,0,0,69,0,0,28,0,0,0,0,0,0,47,0,18,0,0,0,56,0,81,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_35","16S_35",0,40,0,0,0,57,0,0,0,0,0,0,0,0,39,0,0,0,0,27,0,56,0,0,0,0,45,0,17,0,0,0,0,85,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_37","16S_37",0,0,26,0,0,0,34,0,0,0,51,0,0,0,0,64,0,0,60,56,0,0,0,69,0,72,0,79,43,0,0,53,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_38","16S_38",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,54,0,0,0,48,46,0,0,47,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_40","16S_40",0,0,0,0,0,0,62,0,0,0,29,0,0,0,0,0,35,0,29,49,0,49,0,0,0,0,0,51,34,0,0,39,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_41","16S_41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,37,0,32,0,0,42,0,0,0,0,0,52,40,0,0,0,0,20,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_42","16S_42",0,0,0,0,0,0,39,0,0,0,26,0,0,0,0,0,27,0,37,25,0,33,0,0,74,0,0,55,32,0,0,27,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_43","16S_43",0,0,0,0,47,0,13,0,0,0,0,0,0,0,0,0,32,38,29,0,87,28,0,77,0,0,0,28,31,0,0,0,0,19,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_44","16S_44",0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,20,0,0,0,0,26,0,0,0,134,0,26,39,0,0,0,0,0,29,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_45","16S_45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,0,24,0,0,34,0,0,0,0,0,41,33,0,0,0,0,22,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_46","16S_46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_47","16S_47",0,19,0,0,0,0,0,0,0,23,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,29,34,0,0,0,0,0,20,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_48","16S_48",0,0,0,0,0,0,75,0,0,0,89,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_50","16S_50",0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,22,23,0,0,26,0,49,0,0,0,23,32,0,0,0,0,12,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_53","16S_53",0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_54","16S_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_59","16S_59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_63","16S_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,54,0,0,0,35,0,0,22,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_68","16S_68",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_69","16S_69",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_75","16S_75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","RS62 marine group",NA
"16S_76","16S_76",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_78","16S_78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_90","16S_90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_112","16S_112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_125","16S_125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_126","16S_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_136","16S_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_147","16S_147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_149","16S_149",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_155","16S_155",0,67,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_162","16S_162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_163","16S_163",0,0,0,0,26,80,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_165","16S_165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_167","16S_167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_170","16S_170",0,0,0,0,0,0,26,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_171","16S_171",0,0,105,52,50,85,49,74,61,28,0,20,31,34,0,0,40,98,0,0,54,62,0,50,0,34,51,0,0,0,0,56,78,59,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_174","16S_174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,50,0,0,0,0,24,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_177","16S_177",0,0,24,0,0,0,0,0,8,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,36,29,0,71,0,0,25,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_180","16S_180",0,0,0,25,0,0,0,0,0,46,0,0,0,36,41,56,95,0,0,0,0,19,0,0,0,0,0,76,0,0,0,0,0,32,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_181","16S_181",0,0,0,0,59,73,34,48,0,53,0,0,32,67,0,81,47,0,0,57,28,0,0,0,0,33,36,83,88,24,0,0,0,0,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_183","16S_183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_185","16S_185",0,0,0,0,0,0,53,75,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_190","16S_190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_191","16S_191",0,0,0,51,42,72,27,64,56,16,0,0,26,20,0,0,40,0,43,0,28,0,0,0,0,24,34,0,0,0,0,0,0,50,29,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_192","16S_192",0,71,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_193","16S_193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_194","16S_194",0,0,0,0,36,52,24,38,0,27,0,0,16,53,0,0,27,0,0,0,15,0,0,0,0,22,37,0,80,0,0,0,0,0,21,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_198","16S_198",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_208","16S_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_210","16S_210",0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_211","16S_211",0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_217","16S_217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_218","16S_218",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella",NA
"16S_226","16S_226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_230","16S_230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_231","16S_231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_234","16S_234",31,120,0,18,52,65,34,66,0,57,58,0,32,0,0,0,43,0,0,0,42,0,0,0,0,26,44,0,0,0,0,0,0,0,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_236","16S_236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,13,0,0,0,26,0,0,0,40,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_244","16S_244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_249","16S_249",0,0,0,0,48,43,33,69,45,0,0,0,0,0,0,0,36,0,0,0,42,0,0,37,0,33,50,0,0,0,0,0,0,0,47,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_250","16S_250",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA,NA
"16S_256","16S_256",0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_257","16S_257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_260","16S_260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_262","16S_262",0,0,0,0,37,48,25,41,30,0,0,0,0,0,0,0,24,0,0,0,38,0,0,0,0,34,46,0,0,0,0,0,0,0,33,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_264","16S_264",0,0,0,0,47,58,34,71,0,0,0,0,32,53,108,0,21,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0,0,35,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_265","16S_265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_272","16S_272",0,0,0,14,47,47,20,42,0,42,44,0,30,0,0,0,27,0,0,0,25,0,0,0,0,24,31,0,0,0,0,0,0,0,19,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"16S_273","16S_273",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA
"16S_275","16S_275",0,0,0,30,44,43,21,35,0,0,0,0,38,0,0,0,30,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,33,22,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
